ObjID,CvtName,CvtAliasOf,Producer(Y/N),SysNamePhrase,SysDescription,SysSignalSource,SysUnitsString,SysDataType,SysRangeLSB,SysDAL,Related JIRA #s,Origin,CvtDataType,Author Notes
1848,cioVoiceStatusIncreaseDescent,,,Voice Status TCAS Increase Descent,Voice Status for TCAS Increase Descent alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1849,cioVoiceStatusClimbClimbNow,,,Voice Status TCAS Climb Now,Voice Status for TCAS Climb Now alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1850,cioVoiceStatusDescendDescendNow,,,Voice Status TCAS Descend Now,Voice Status for TCAS Descend Now alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1851,cioVoiceStatusClimbCrossingClimb,,,Voice Status TCAS Cross Climb,Voice Status for TCAS Cross Climb alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1852,cioVoiceStatusDescendCrossingDescend,,,Voice Status TCAS Cross Descent,Voice Status for TCAS Cross Descent alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1853,cioVoiceStatusClimb,,,Voice Status TCAS Climb,Voice Status for TCAS Climb alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1854,cioVoiceStatusDescend,,,Voice Status TCAS Descend,Voice Status for TCAS Descend alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1855,cioVoiceStatusLevelOff,,,Voice Status TCAS Level Off,Voice Status for TCAS Level Off alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1856,cioVoiceStatusMaintainVerticalSpeedCrossing,,,Voice Status TCAS Maintain VerticalSpd Crossing,Voice Status for TCAS Maintain VerticalSpd Crossing alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1857,cioVoiceStatusMaintainVerticalSpeedMaintain,,,Voice Status TCAS Maintain VerticalSpd,Voice Status for TCAS Maintain VerticalSpd,CIO, -,Int,NA,Hazardous (B),,,Integer,
1858,cioVoiceStatusMonitorVerticalSpeed,,,Voice Status TCAS Monitor VerticalSpd,Voice Status for TCAS Monitor VerticalSpd alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1859,cioVoiceStatusClearofConflict,,,Voice Status TCAS Clear Of Conflict,Voice Status for TCAS Clear Of Conflict alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1860,cioVoiceStatusTrafficTraffic,,,Voice Status TCAS Traffic Traffic,Voice status for TCAS Traffic Traffic alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1861,cioVoiceStatusTraffic,,,Voice Status TCAS Traffic,Voice Status for TCAS Traffic alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1862,tcasVoiceStatusTcasSTBY,,,Voice Status TCAS Standby,Voice Status for TCAS Standby alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1863,tcasVoiceStatusCavsMinimumRange,,,Voice Status TCAS CAVS Min Range,Voice Status for TCAS CAVS Min Range alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1864,biteStatusSystemTestOK,,,Voice Status BITE System Test OK,BITE System Test OK alert,CIO, -,Int,NA,Hazardous (B),,,Integer,
1865,biteStatusSystemTestFail,,,Voice Status BITE System Test Fail,BITE System Test Fail alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1866,cioEgpwfFixedVoiceStatus,,,Voice status EGPWF Voice Req,Voice status for EGPWF Voice Req alert.,CIO, -,Int,NA,Hazardous (B),,,Integer,
1867,cmioXSelectedFlightID,,Yes,Selected FlightID,Source selected flightID value from CP and FMS.,CIO, -,String,NA,Hazardous (B),,,String,
2056,cmioXSelectedFlightID,,No,Flight ID (xpdr),,,,,,Hazardous (B),,,High-precision Float,
1868,cmioXARA1,,,XPDR Analog Radio Altitude #1,Radio Altitude from Analog Radio Altimeter,CIO,ft,Real,NA,Hazardous (B),,,High-precision Float,
1869,analogRadioAltimeter,,,TCAS Analog Radio Altitude #1,Radio Altitude from Analog Radio Altimeter for TCAS,CIO,ft,Float,NA,Hazardous (B),,,Float,
1871,biteAltMonInop,,,Altitude Monitor In-operative(INOP),To Collect the Altitude Monitor INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1872,biteRaasInop,,,Runway Awareness and Advisory System INOP,To Collect the Runway Awareness and Advisory System INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1873,biteStabAppMonInop,,,Stabilization Approach Monitor INOP,To Collect the Stabilization Approach Monitor INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1874,biteTakeoffFlapsInop,,,Takeoff Flaps INOP,To Collect the Takeoff Flaps INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1875,biteCamInop,,,Corrected Altitude Monitor INOP,To Collect the Corrected Altitude Monitor INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1876,biteTcasInop,,,Traffic Collision Avoidance System INOP,To Collect the Traffic Collision Avoidance System INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1877,biteIntTcasInop,,,Internal Traffic Collision Avoidance system INOP,To Collect the Internal Traffic Collision Avoidance system INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1878,biteAdsbInInop,,,Automatic Dependent Surveillance-Broadcast - In INOP,To Collect the Automatic Dependent Surveillance-Broadcast - In INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1879,biteXpdrInop,,,Transponder INOP,To Collect the Transponder INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1880,biteAdsbOutInop,,,Automatic Dependent Surveillance-Broadcast - Out INOP,To Collect the Automatic Dependent Surveillance-Broadcast - Out INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1881,biteDmeInop,,,Distance Measuring Equipment INOP,To Collect the Distance Measuring Equipment INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1882,biteUatInop,,,Universal Access Transceiver INOP,To Collect the Universal Access Transceiver INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1883,biteRfioInop,,,RFIO INOP,To Collect the RFIO INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1884,bitePWSInop,,,Predictive Windshear INOP,To Collect the Predictive Windshear INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1885,biteTurbInop,,,Turbulence INOP,To Collect the Turbulence INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1886,biteCPInop,,,Control Panel INOP,To Collect the Control Panel INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1887,biteVDCAPTInop,,,Vertical Display Capitan INOP,To Collect the Vertical Display Capitan INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1888,biteVDFOInop,,,Vertical Display First officer INOP,To Collect the Vertical Display First officer INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1889,biteWXRInop,,,Weather Radar INOP,To Collect the Weather Radar INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1890,biteATSAWInop,,,Airborne Traffic Situation Awareness INOP,To Collect the Airborne Traffic Situation Awareness INOP,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1891,tcasFaultRecord,,,TCAS Fault Record,To collect the TCAS Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1892,rfioFaultRecord,,,RFIO Fault Record,To collect the RFIO Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1893,xpdrFaultRecord,,,XPDR Fault Record,To collect the XPDR Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1894,uatFaultRecord,,,UAT Fault Record,To collect the UAT Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1895,egpwfFaultRecord,,,EGPWF Fault Record,To collect the EGPWF Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1896,dmeFaultRecord,,,DME Fault Record,To collect the DME Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1897,cmioFaultRecord,,,CMIO Fault Record,To collect the CMIO Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1898,tcasioFaultRecord,,,TCAS - IO Fault Record,To collect the TCASIO Faults,BITE, -,AUL,NA,Hazardous (B),,,Array of Bytes,
1899,biteSelfTestAllowed,,,Self-Test Mode,To indicate if Self-Test is allowed ,BITE, -,Bool,NA,Hazardous (B),,,Boolean,
1900,biteSystemTestOK ,,,System Test OK,Voice request CV is set when Self Test has passed.,BITE, -,Int,NA,Hazardous (B),,,Integer,
1901,biteSystemTestFail ,,,System Test FAIL,Voice request CV is set when Self Test has Failed.,BITE, -,Int,NA,Hazardous (B),,,Integer,
1902,vprfUpperAntFail,,,VPRF Upper Antenna Status,Upper Antenna Status from VPRF,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1903,vprfLowerAntFail,,,VPRF Lower Antenna Status,Lower Antenna Status from VPRF,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1904,vprfUpperRecvFail,,,VPRF Upper Receiver Status,VPRF Upper Receiver Status,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1905,vprfLoweRecvFail,,,VPRF Lower Receiver Status,Lower Receiver Status from VPRF,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1906,vprfUpperXmitFail,,,VPRF Upper Transmitter Status,Upper Transmitter Status from VPRF,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1907,vprfLowerXmitFail,,,VPRF Lower Transmitter Status,Lower Transmitter Status from VPRF,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1908,cfgAcasEnable,,,ACAS_ENABLE,"The ACAS Enable input defines if ACAS is disabled, ACAS is per ED-143 or if ACAS is per DO-385.",CM, -,Char,,Hazardous (B),,,Integer,
1909,cfgTcasAltitudeLimit,,,TCAS_Altitude_Limit,"Define the altitude above which, under worst-case conditions, this aircraft cannot climb at a rate of 1500 feet per minute or greater",CM,ft,Int,,Hazardous (B),,,Integer,
1910,cfgTcasAuralAdvisoryDiscreteEnable,,,TCAS_Aural_Advisory_Discrete_Enable,"This parameter is provided to inform the TCAS computer unit, when set to true a 1 +/- .02 second duration ground state should be applied to the appropriate Aural Advisory Discrete Output (Corrective, Preventive or Traffic Advisory) when an advisory is issued.  If parameter is set to TRUE the synthesized voice output will be delayed for about one second.",CM, -,Bool,,Hazardous (B),,,Boolean,
1911,cfgCableDelay,,,XPDR_Cable_Delay_programming,"Relative cable delay between top and bottom antennas per ARINC 718A-4 Attachment 2B-3, note 7.
The Cable Delay input provide a means for TCAS to recognize and compensate for differences in the length of RF cables between the upper and lower antenna. ",CM,m,Char,,Hazardous (B),,,Integer,
1912,cfgTcasDisplayAllTrafficThreatTraffic,,,TCAS_Display_All_Traffic_Threat_Traffic,"The Display All Traffic/Threat Traffic input allows TCAS to encode for the displays whether all traffic should: 1) always be displayed, or 2) be displayed only when a TA or RA is present.",CM, -,Bool,,Hazardous (B),,,Boolean,
1913,cfgTcasDisplayIntruderLimit,,,TCAS_Display_Intruder_Limit,The Display Intruder Limit input allows TCAS to limit maximum number of intruder symbols to be presented on traffic displays.,CM, -,Char,,Hazardous (B),,,Integer,
1914,cfgTcasGroundDisplayMode,,,TCAS_Ground_Display_Mode,"The Ground Display Mode input indicates to TCAS to enter one of two operating modes (""TA Only"" mode or ""Standby"" mode) while the TCAS senses that the aircraft is on the ground.",CM, -,Bool,,Hazardous (B),,,Boolean,
1915,cfgTcasRaDisplayValidDiscreteMonitor,,,TCAS_RA_Valid_Discrete_Monitoring,The RA Display Valid Discrete Monitoring input is used to enable/disable monitoring of RA Display Discrete Input #1 and #2.  This also includes monitoring of the RA Display discrete inputs during a TCAS self-test.,CM, -,Bool,,Hazardous (B),,,Boolean,
1916,cfgRadioAltimeterConfiguration,,,Radio_Altimeter_Configuration,The Radio Altimeter Configuration is used to define the Radio Altimeter sources.,CM, -,Char,,Hazardous (B),,,Integer,
1917,cfgTcasTifEnable,,,TCAS_TIF_Enable,The TIF (TCAS Intruder File) Enable input indicates to TCAS to transmit or not transmit the TIF to the displays.,CM, -,Bool,,Hazardous (B),,,Boolean,
1918,cfgTcasUnitSwPartNumberEnable,,,TCAS_Unit_SW_Part_Number_Enable,"In the event that the connected transponder(s) does not support the receipt of the unit and TCAS SW part numbers into BDS registers E5 and E6, this input is provided such that the installer may choose to stop transmitting the Unit and TCAS SW part numbers to the connected transponder(s).",CM, -,Bool,,Hazardous (B),,,Boolean,
1919,cfgXpdrExt1Enable,,,XPDR_EXTERNAL_1_ENABLE,The XPDR External1 Enable input indicates whether an external ARINC 718-4 compliant transponder is connected to J2-33 thru 36,CM, -,Bool,,Hazardous (B),,,Boolean,
1920,cfgXpdrExt2Enable,,,XPDR_EXTERNAL_2_ENABLE,The XPDR External2 Enable input indicates whether an external ARINC 718-4 compliant transponder is connected to J1-50 thru 53,CM, -,Bool,,Hazardous (B),,,Boolean,
1921,cfgTcasDtifEnable,,,TCAS_DTIF_Enable,The DTIF (Display Traffic Information File) Enable input indicates to TCAS to transmit or not transmit the DTIF to the displays.,CM, -,Bool,,Hazardous (B),,,Boolean,
1922,cfgTcasAirbEnable,,,TCAS_AIRB_Activation,"The AIRB Activation input is used to enable/disable AIRB/EVAcq function.
AIRB:Basic Airborne Situational Awareness
EVAcq:Enhanced Visual Acquisition",CM, -,Bool,,Hazardous (B),,,Boolean,
1923,cfgTcasCavsEnable,,,TCAS_CAVS_Activation,The CAVS Activation input is used to enable/disable function-CDTI Assisted Visual Separation.,CM, -,Bool,,Hazardous (B),,,Boolean,
1924,cfgTcasItpEnable,,,TCAS_ITP_Activation,The ITP Activation input is used to enable/disable function-In-Trail Procedure.,CM, -,Bool,,Hazardous (B),,,Boolean,
1925,cfgTcasSurfEnable,,,TCAS_SURF_Activation,"The SURF Activation input is used to enable/disable
function-Basic Surface Situational Awareness.",CM, -,Bool,,Hazardous (B),,,Boolean,
1926,cfgTcasVsaEnable,,,TCAS_VSA_Activation,The VSA Activation input is used to enable/disable function-Visual Separation on Approach.,CM, -,Bool,,Hazardous (B),,,Boolean,
1927,cfgTcasAdsbSTBYMode,,,TCAS_ADSB_STBY_MODE,The ADSB Standby Mode input will be used by TCAS to determine whether ADS-B only targets are allowed to be sent to display when TCAS is commanded to Standby Mode.,CM, -,Char,,Hazardous (B),,,Integer,
1928,cfgTcasTisbEnable,,,TCAS_TISB_Enable,The TISB Enable input indicates to TCAS to process TIS-B (Traffic Information Services – Broadcast) extended squitters.,CM, -,Bool,,Hazardous (B),,,Boolean,
1929,cfgConnFuncEnable,,,Enable_Connected_Function,The Connected Function Enable input is used to enable/disable Onboard Connected Function.,CM, -,Bool,,Hazardous (B),,,Boolean,
1930,cfgConnTrafficEnable,,,Enable_Connected_Traffic_Feature,The Connected Traffic Enable input is used to enable/disable the connected traffic feature for outputting the relevant data to the web server.,CM, -,Bool,,Hazardous (B),,,Boolean,
1931,cfgConnFhEnable,,,Enable_Connected_Flight_History_Feature,The Connected Flight History Enable input is used to enable/disable the connected flight history feature for outputting the relevant data to the web server.,CM, -,Bool,,Hazardous (B),,,Boolean,
1932,cfgConnAtmoEnable,,,Enable_Connected_Atmospheric_Measurement_Feature,The Connected Atmosheric Measurement Enable input will be used to enable/disable the connected atmospheric measurement feature for outputting the relevant data to the web server.,CM, -,Bool,,Hazardous (B),,,Boolean,
1933,cfgConnPredictiveMaintEnable,,,Enable_Connected_Predictive Maintenance_Feature,The Connected Predictive Maintenance Enable input is used to enable/disable the connected predictive maintenance feature for outputting the relevant data to the web server.,CM, -,Bool,,Hazardous (B),,,Boolean,
1934,cfgConnEfbEnable,,,Enable_Connected_EFB_Feature,The Connected EFB Enable input is used to enable/disable two connected EFB features: one is traffic data output; the other is terrain data output.,CM, -,Bool,,Hazardous (B),,,Boolean,
1935,cfgConnDataloadEnable,,,Enable_Connected_Dataload_Feature,The Connected Dataload Enable input is used to enable/disable the connected dataload feature.,CM, -,Bool,,Hazardous (B),,,Boolean,
1936,cfgGps1LongitudinalOffset,,,XPDR_GPS_1_antenna_longitudinal_offset,The GPS1 antenna longitudinal offset input indicates the longitudinal distance of the GPS #1 antenna from the nose of the aircraft.,CM,m,Char,,Hazardous (B),,,Integer,
1937,cfgGps1LateralOffset,,,XPDR_GPS_1_antenna_lateral_offset,The GPS1 antenna lateral offset input indicates the lateral distance of the GPS #1 antenna from the longitudinal (Roll) axis of the aircraft.,CM,m,Char,,Hazardous (B),,,Integer,
1938,cfgGps2LongitudinalOffset,,,XPDR_GPS_2_antenna_longitudinal_offset,The GPS2 antenna longitudinal offset input indicates the longitudinal distance of the GPS #2 antenna from the nose of the aircraft.,CM,m,Char,,Hazardous (B),,,Integer,
1939,cfgGps2LateralOffset,,,XPDR_GPS_2_antenna_lateral_offset,The GPS2 antenna lateral offset input indicates the lateral distance of the GPS #2 antenna from the longitudinal (Roll) axis of the aircraft.,CM,m,Char,,Hazardous (B),,,Integer,
1940,cfgGps1Latency,,,XPDR_GPS_1_Latency_Adjust_Value,The GPS1 Latency Adjust Value input indicates GPS #1 Data Latency Compensation Adjustment Value.,CM,ms,Int,,Hazardous (B),,,Integer,
1941,cfgGps2Latency,,,XPDR_GPS_2_Latency_Adjust_Value,The GPS2 Latency Adjust Value input indicates GPS #2 Data Latency Compensation Adjustment Value.,CM,ms,Int,,Hazardous (B),,,Integer,
1942,cfgXPDRSDI,,,XPDR_SDI,The XPDR SDI input indicates the Source/Destination Identifier for XPDR.,CM, -,Char,,Hazardous (B),,,Integer,
1943,cfgFisbEnable,,,FISB_Enable,The FISB Enable input is used to enable/disable the Universal Access Transceiver application and Flight Information Services – Broadcast data output.,CM, -,Bool,,Hazardous (B),,,Boolean,
1944,cfgDmeEnable,,,DME_ENABLE,The DME Enable input is used to enable/disable the Distance Measuring Equipment function.,CM, -,Bool,,Hazardous (B),,,Boolean,
1945,cfgTawsEnable,,,TAWS_ENABLE,The TAWS Enable input is used to enable/disable the Terrain Awareness and Warning System.,CM, -,Bool,,Hazardous (B),,,Boolean,
1946,cfgDualTXDInstall,,,SYS_dual_TXD_install,The dual TXD Install input indicates the installation of TXD and XD.,CM, -,Char,,Hazardous (B),,,Integer,
1947,cfgTopAntType,,,SYS_Top_Antenna_Type,The Top Antenna Type input indicates the Type of the top Antenna.,CM, -,Char,,Hazardous (B),,,Integer,
1948,cfgBotAntType,,,SYS_Bottom_Antenna_Type,The Bottom Antenna Type input indicates the type of the bottom Antenna.,CM, -,Char,,Hazardous (B),,,Integer,
1949,cfgTX1030CalOffset,,,SYS_1030_TX_Cal_offset,The 1030 TX Calculation Offset input indicates 1030MHz TX Calibration Offset in angle.,CM,deg,Float,,Hazardous (B),,,Float,
1950,cfgTX1090CalOffset,,,SYS_1090_TX_Cal_offset,The 1090 TX Calculation Offset input indicates 1090MHz TX Calibration Offset in angle.,CM,deg,Float,,Hazardous (B),,,Float,
1951,cfgRX1030CalOffset,,,SYS_1030_RX_Cal_offset,The 1030 RX Calculation Offset input indicates 1030MHz RX Calibration Offset in angle.,CM,deg,Float,,Hazardous (B),,,Float,
1952,cfgRX1090CalOffset,,,SYS_1090_RX_Cal_offset,The 1090 RX Calculation Offset input indicates 1090MHz RX Calibration Offset in angle.,CM,deg,Float,,Hazardous (B),,,Float,
1953,cfgOffsetAngleAntTop,,,SYS_Offset_angle_of_TXD_to_XD_antenna_TOP,The Offset angle of TXD to XD antenna Top input indicates the relative Angle of LRU #2 top antenna to LRU #1 top antenna.,CM,deg,Float,,Hazardous (B),,,Float,
1954,cfgOffsetAngleAntBot,,,SYS_Offset_angle_of_TXD_to_XD_antenna_BOT,The Offset angle of TXD to XD antenna Bottom input indicates the relative Angle of LRU #2 bottom antenna to LRU #1 bottom antenna.,CM,deg,Float,,Hazardous (B),,,Float,
1955,cfgSharedAnt,,,SYS_shared_antenna,The Shared Antenna input indicates whether LRU #1 shares antenna with LRU #2.,CM, -,Bool,,Hazardous (B),,,Boolean,
1956,cfgSysTitanInstall,,,SYS_Titan_Install,The Titan Install input indicates whether TXD/XD installation is part of a Honeywell TITAN cockpit.,CM, -,Bool,,Hazardous (B),,,Boolean,
1957,cfgRadAltInSrc,,,Rad_Alt_In_Src,The Rad Alt Input Source indicates the input source for Radio Altimeter.,CM, -,Char,,Hazardous (B),,,Integer,
1958,cfgAirDataInSrc,,,Air_Data_In_Src,The Air Data Input Source indicates the input source for Air Data.,CM, -,Char,,Hazardous (B),,,Integer,
1959,cfgNavInSrc,,,Nav_in_Src,The Nav Input Source indicates the input source for Navigation Data.,CM, -,Char,,Hazardous (B),,,Integer,
1960,cfgAttInertialInSrc,,,Attitude_Inertial_In_Src,The Attitude Inertial Input Source indicates the input source for Attitude Data from Inertial system.,CM, -,Char,,Hazardous (B),,,Integer,
1961,cfgHeadingInSrc,,,Head_In_Src,The Head Input Source indicates the input source for Magnetic Heading data.,CM, -,Char,,Hazardous (B),,,Integer,
1962,cfgPosInSrc,,,Posit_In_Src,The Position Input Source indicates the input source for Position data.,CM, -,Char,,Hazardous (B),,,Integer,
1963,cfgFMSInSrc,,,Flt_Mgmt_In_Src,The Flight Management Input Source indicates the input source for Flight Management data.,CM, -,Char,,Hazardous (B),,,Integer,
1964,cfgFlapAngleInSrc,,,Flap_Angle_In_Src,The Flap Angle Input Source indicates the input source for Flap Angle data.,CM, -,Bool,,Hazardous (B),,,Boolean,
1965,cfgTorqueTypeInSrc,,,Torque_Type_Src,The Torque Type Source indicates the input source for Torque data.,CM, -,Char,,Hazardous (B),,,Integer,
1966,cfgAudioMenu,,,AUDIO_MENU,The Audio Menu input is used to configure the menu for EGPWF alert voices.,CM, -,Char,,Hazardous (B),,,Integer,
1967,cfgMode6Volume,,,Mode6Volume,The Mode 6 Volume input is used to configure the volume for EGPWF Mode 6 Advisory Alert.,CM,dB,Char,,Hazardous (B),,,Integer,
1968,cfgADSBOutFailReport,,,ADSB_Out_Function_Fail_Reporting,The ADS-B Out Function Fail Reporting input is used to enable/disable annunciation of an ADS-B function fail.,CM, -,Bool,,Hazardous (B),,,Boolean,
1969,cfgVocieGender,,,SYS_Voice_Gender,The Voice Gender input is used to configure the gender for aural annunciations.,CM, -,Bool,,Hazardous (B),,,Boolean,
1970,cfgTCASAudioVolLevel,,,TCAS_Audio_Vol_Level,The TCAS Audio Volume Level input is used to configure the TCAS aural annunciation volume (relative to system installation overall master volume setting).,CM,dB,Char,,Hazardous (B),,,Integer,
1971,cfgFISBUDPAddr,,,FISB_UDP_Addr,The FISB UDP Address input indicates the UDP Address for Flight Information Services – Broadcast output data.,CM, -,String,,Hazardous (B),,,String,
1972,cfgFISBUDPPort,,,FISB_UDP_Port,The FIS-B UDP Port input indicates the Flight Information Services – Broadcast output UDP port number.,CM, -,Int,,Hazardous (B),,,Integer,
1973,cfgFIBSETHPort,,,FISB_ETH_Port,The FIS-B Ethernet Port input indicates the Flight Information Services – Broadcast output Ethernet port number.,CM, -,Int,,Hazardous (B),,,Integer,
1974,cfgDMEAudioVolLevel,,,DME_Audio_Vol_Level,The DME Audio Volume Level input is used to configure the volume for ground station IDENT audio.,CM,dB,Char,,Hazardous (B),,,Integer,
1975,cfgDualTXDSide,,,SYS_dual_TXD_side,"The dual TXD side input is used to configure the TXD instances, the SDI of the A429 signals transmitted by the TXD will be set as per this configuration.",CM, -,Int,,Hazardous (B),,,Integer,
1976,cfgAnaRadAltEnableDisType,,,Analog Rad Alt Enable discrete type,The Analog Rad Alt Enable discrete type input is used to configure the discrete input type for Radio Altitude validity.,CM, -,Bool,,Hazardous (B),,,Boolean,
1977,cfgWowDisType,,,Weight On Wheels discrete type,The Weight On Wheels discrete type input is used to configure the discrete input type for Weight On Wheels. ,CM, -,Bool,,Hazardous (B),,,Boolean,
1978,cfgLandGearDisType,,,Landing Gear discrete type,The Landing Gear discrete type input is used to configure the discrete input type for Landing Gear.,CM, -,Bool,,Hazardous (B),,,Boolean,
1979,cfgTawsAudioInhibitDisType,,,TAWS Audio Inhibit discrete type,The Landing Gear discrete type input is used to configure the discrete input type for Landing Gear.,CM, -,Bool,,Hazardous (B),,,Boolean,
1980,cfgFlapsDownDisType,,,Flaps Down Configuration discrete type,The Flaps Down Configuration discrete type input indicates the discrete input type for Flaps Down Configuration.,CM, -,Bool,,Hazardous (B),,,Boolean,
1981,cfgSuppressCom,,,Suppression Common,The Suppression Common is used to configure the suppression configuration type.,CM, -,Bool,,Hazardous (B),,,Boolean,
1982,cfgSysA429OpBusSpeed,,,SYS_A429_Output_Bus_Speed,The A429 Output Bus Speed input is used to set bus speed to High or Low to support receiving equipment.,CM, -,Bool,,Hazardous (B),,,Boolean,
1983,cfgDMEA429OpBusSpeed,,,DME_A429_Output_Bus_Speed,The DME A429 Output Bus Speed input is used to set bus speed to High or Low to support receiving equipment.,CM, -,Bool,,Hazardous (B),,,Boolean,
1984,cfgP2PEnable,,,P2P_Enable,The P2P Enable input is used to enable/disable the P2P ports.,CM, -,Bool,,Hazardous (B),,,Boolean,
1985,cfgTcasSTBYAuralAnnunciationEnable,,,TCAS_Standby_Aural_Annunciation_Enable,The TCAS Standby Aural Annunciation Enable input is used to enable/disable the TCAS Standby Aural Annunciation if selected ownship transponder status is determined to be Standby or Failed when the aircraft is airborne and radio altitude > 1550 ft +/- 100 ft.,CM, -,Bool,,Hazardous (B),,,Boolean,
1986,cfgAOTOEnable,,,ADSB_Only_TA_Only(AOTO)_Enable,,CM, -,Bool,,Hazardous (B),,,Boolean,
1987,cfgMntIntrlck,,,Maint_Mode_Interlock,The Maintenance Mode Interlock input is used to config the system to enter Maintenance Mode.,CM, -,Char,,Hazardous (B),,,Integer,
1988,cfgDlIntrlck,,,DataLoad_Mode_Interlock,The DataLoad Mode Interlock input is used to config the system to enter DataLoad Mode.,CM, -,Char,,Hazardous (B),,,Integer,
1989,cfgShopModeActive,,,Shop_Mode_Active,The Shop Mode Active input is used to config the system to enter Shop Dataload Mode so that BITE memory can be cleared.,CM, -,Bool,,Hazardous (B),,,Boolean,
1990,cfgAircraftType,,,Aircraft_Type,The Aircraft Type input is used to config the system according to different aircrafts.,CM, -,Char,,Hazardous (B),,,Integer,
1991,cfgNumberOfADC,,,Number_Of_ADC,The Number Of ADC input is used to config the total number of ADC installed in TXD.,CM, -,Char,,Hazardous (B),,,Integer,
1992,cfgMaxNumberOfChannel,,,Max_Number_Of_ADC_Channels,The Max Number Of ADC Channels input is used to config the maximum number of channels in one ADC.,CM, -,Char,,Hazardous (B),,,Integer,
1993,BiteSelfTestInhibit ,,,BITE Self Test Inhibited,Self Test Inhibited Status.,BITE, -,Bool,,Hazardous (B),,,Boolean,
1994,vprfTcasUpperAntFail,,,VPRF TCAS Upper Antenna Status,Upper Antenna Status from VPRF,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1995,vprfTcasLowerAntFail,,,VPRF TCAS Lower Antenna Status,Lower Antenna Status from VPRF,VPRF, -,Bool,NA,Hazardous (B),,,Boolean,
1996,iomActiveXpdrSdi,,,XPDR Active SDI,,, -,Int,NA,Hazardous (B),,,Integer,
1997,consXpdrSpi,,,XPDR SPI,,, -,Bool,NA,Hazardous (B),,,Boolean,
1998,consXpdrModeACode,,,XPDR Mode Code-A,,, -,Int,NA,Hazardous (B),,,Integer,
1999,consRmpXpdrMode,,,XPDR Mode Of Operation,,, -,Int,NA,Hazardous (B),,,Integer,
2000,iomNdAutoMode,,,ND Auto Mode,,, -,Int,NA,Hazardous (B),,,Integer,
2001,iomAutoRange,,,Auto Range,,, -,Int,NA,Hazardous (B),,,Integer,
2002,iomOnsideWxrFailed,,,Onside WXR Failure,,, -,Bool,NA,Hazardous (B),,,Boolean,
2003,iomOnsideTerrainMfdFailed,,,Onside TAWS Failure,,, -,Bool,NA,Hazardous (B),,,Boolean,
